51300010077,aec,161,113
51300031156,abd,48,212
51300057994,fbg,102,74
51300089813,bfc,13,295
51300145476,fef,283,148
51300155330,dce,228,41
51300189684,gef,260,202
51300215181,cag,60,204
51300242839,dgf,141,90
51300254209,abc,59,184
51300282660,aef,105,70
51300299979,fgc,14,171
51300311114,eag,70,140
51300417703,bgf,244,74
51300495239,gbb,79,138
51300516013,cac,169,206
51300589330,bga,54,236
51300605119,geg,275,224
51300642713,cfd,72,73
51300644699,ebg,81,297
51300661306,efd,172,256
51300663711,cfe,90,254
51300743201,ced,228,234
51300783106,ddc,36,211
51300797241,bdd,114,70
51300830355,bga,34,233
51300849487,fbg,144,76
51300856394,gbb,289,149
51300888803,egb,199,293
51300945101,cde,118,196
51300948274,gad,143,281
51300974848,bca,194,109
51301016046,gce,7,17
51301044137,edc,73,27
51301107680,aed,234,40
51301115351,fag,150,43
51301154664,gad,270,320
51301162009,ege,166,136
51301178574,gfb,268,132
51301188007,ccb,139,8
51301225717,dcg,245,245
51301230697,eba,151,148
51301278045,cge,169,224
51301325474,edb,3,101
51301395651,agf,276,127
51301398356,gbd,170,245
51301419823,aed,207,40
51301430202,ccg,173,157
51301466633,fad,219,71
51301470888,bff,289,287
51301485301,ggg,208,295
51301506143,cbd,232,176
51301550464,fcb,244,167
51301595220,bdb,261,277
51301598859,dfe,167,34
51301615012,fde,254,47
51301635311,abf,191,123
51301635638,aae,48,146
51301636803,ace,125,108
51301690390,bbd,165,158
51301701778,ddd,285,180
51301722864,dcb,145,97
51301745968,ggc,239,277
51301754963,ebe,266,221
51301783749,fca,157,162
51301818847,faa,123,168
51301849701,agf,77,105
51301873416,cge,125,244
51301878963,egc,142,63
51301893329,acc,166,125
51301906879,gga,15,42
51301987507,eeg,71,51
51301989209,fbc,247,153
51301998550,eca,292,180
51302032786,beb,113,287
51302046889,ced,84,198
51302059100,edd,140,290
51302061418,fce,51,258
51302101111,add,97,218
51302108351,afb,67,162
51302108845,bea,201,265
51302120894,efb,233,253
51302196745,deb,81,211
51302201429,dgg,12,44
51302203186,acb,228,269
51302220248,dcc,125,128
51302262517,ecf,256,280
51302329240,dcg,121,225
51302353907,dee,143,21
51302370714,cdc,140,66
51302394037,cbf,150,19
51302399590,afg,41,223
51302425397,dea,30,248
51302509033,ged,57,130
51302546459,ccc,216,180
51302546850,cfa,238,187
51302555703,aab,39,119
51302563783,gcf,72,101
51302578722,egg,212,111
51302593807,dfe,203,39
51302611120,ecc,41,97
51302613984,bad,212,104
51302633332,gbf,147,14
51302635804,feg,65,177
51302639499,ega,211,177
51302763834,gag,48,90
51302799928,cae,126,253
51302864182,bcd,104,255
51302875152,dcf,156,166
51302908332,bge,203,95
51302913774,age,52,288
51302927446,fbf,275,89
51302943109,bed,278,17
51302952477,ffe,284,26
51302957741,dfa,23,174
51303026788,eba,279,152
51303035115,gda,37,286
51303041018,ebc,143,200
51303060146,fcf,74,39
51303088039,cec,142,193
51303139524,ged,46,153
51303159287,bed,195,13
51303169955,efc,238,211
51303178488,fgd,18,28
51303191280,geb,14,263
51303207571,ffc,175,219
51303234600,fba,32,118
51303247820,cbf,230,19
51303256781,eef,32,201
51303261113,ffg,72,36
51303299988,aga,181,34
51303311338,cbf,201,18
51303316537,ggc,130,288
51303317589,bgc,143,237
51303336072,efc,175,192
51303401254,ffb,214,18
51303405986,aef,192,74
51303409142,eea,56,45
51303416768,fdg,19,195
51303432242,dda,236,118
51303445881,gfe,197,157
51303492344,cdd,119,34
51303504785,aed,30,40
51303514294,fef,141,162
51303534497,dbg,16,297
51303610457,bdb,160,315
51303645514,ccb,97,6
51303652614,acc,183,123
51303686946,eca,164,169
51303691020,gdg,96,92
51303691798,ffe,275,26
51303700742,dfc,222,136
51303743789,gcg,199,290
51303756957,gab,191,208
51303785634,gdd,40,145
51303787950,fbg,5,80
51303792944,afe,42,24
51303839850,cfg,171,278
51303891256,eag,127,147
51303902940,aae,176,163
51303904355,eef,31,198
51303928075,abb,96,258
51303941553,gca,43,70
51303980732,fea,171,231
51303987305,dca,125,258
51304005361,abf,97,114
51304005865,cab,156,239
51304010490,gge,249,42
51304078677,gef,122,228
51304090006,fgb,131,57
51304104098,dgd,111,5
51304148116,dgf,283,75
51304151594,abc,215,207
51304190779,egb,247,275
51304223537,aec,179,128
51304253722,afb,179,166
51304280580,gca,220,60
51304290310,deb,259,236
51304310178,fbd,19,216
51304320693,bcd,231,214
51304370411,gaf,260,279
51304371618,fcf,69,44
51304375567,cge,87,197
51304388037,cdc,261,76
51304399809,edb,79,82
51304443983,ebe,198,218
51304452149,ebc,13,160
51304484761,caf,254,157
51304501202,bgb,132,91
51304566277,bee,79,64
51304567077,bee,121,64
51304578172,bfc,82,321
51304660744,eff,287,114
51304702459,fda,153,216
51304727443,gcg,217,316
51304735274,dba,78,78
51304736060,daf,84,72
51304757053,edc,290,25
51304815096,bgb,237,76
51304816892,aca,173,81
51304833911,cfc,262,236
51304868283,bgf,169,73
51304925518,dbg,244,270
51304947886,bfg,287,215
51304986975,bdg,158,6
51305008935,faa,146,134
51305012600,bac,255,16
51305031773,dfe,73,34
51305033120,cfa,214,196
51305036237,fcg,107,227
51305037696,ege,20,145
51305038537,eae,297,223
51305048315,geb,209,236
51305051755,dec,169,148
51305103018,fgg,79,164
51305108120,ceb,43,262
51305108660,gfe,2,182
51305193154,faf,259,41
51305207241,acd,160,47
51305237493,dab,68,140
51305252368,edf,236,45
51305256097,cee,255,26
51305283511,fef,224,184
51305288573,fgf,213,149
51305338128,cbc,216,36
51305397697,gff,37,179
51305409791,gba,26,201
51305411594,cgc,120,284
51305421789,agb,106,270
51305432347,fbf,184,81
51305512270,dac,1,269
51305543493,fcc,128,135
51305552597,dga,109,176
51305593487,adg,59,251
51305609360,fgc,102,167
51305609890,gag,122,90
51305618932,afd,20,78
51305619515,egg,222,116
51305632288,gec,212,7
51305635038,dca,286,242
51305651850,cba,102,219
51305661605,fae,299,191
51305680625,dgf,12,76
51305687674,ace,277,87
51305696625,dbd,31,231
51305698405,gad,108,348
51305707910,gfb,135,117
51305755152,edc,272,24
51305760662,aeg,271,137
51305772119,eae,96,189
51305775169,abd,145,212
51305799503,gfc,257,97
51305802938,gcb,267,260
51305804831,fdf,79,161
51305808679,cec,219,218
51305832036,gaa,102,208
51305849377,cdd,37,35
51305874776,ffa,13,217
51305889888,ded,52,73
51305939332,dfg,65,174
51305971053,dee,23,22
51305987254,daa,164,7
51306000282,ccf,127,175
51306029518,bcg,57,162
51306031305,dfe,96,34
51306032850,gcc,168,32
51306038187,ebg,120,320
51306047512,bcf,78,17
51306078600,dce,53,44
51306079932,aba,88,260
51306150968,agd,116,295
51306159383,cgg,256,248
51306185197,bdf,170,299
51306185567,deg,216,47
51306187474,gab,222,199
51306190453,abe,125,91
51306196906,ddg,197,156
51306206086,gcg,124,287
51306207055,eed,113,82
51306209344,acb,104,252
51306235921,aad,47,79
51306254945,aeb,283,139
51306275727,abf,206,95
51306284288,ade,181,42
51306306698,eeg,153,40
51306307125,def,65,59
51306335345,cad,176,75
51306346948,cgb,174,172
51306347558,afb,33,157
51306348625,ebf,142,273
51306362504,gda,30,280
51306369936,ccc,160,190
51306384369,geg,93,255
51306409095,cae,31,220
51306426876,cde,51,213
51306439471,ggc,144,290
51306443556,edd,10,307
51306445930,gga,287,36
51306448787,aea,168,147
51306468437,bbg,194,142
51306484537,cba,213,223
51306502180,dcc,115,122
51306503577,aag,279,5
51306529225,edb,256,83
51306541804,gfd,201,6
51306608017,bdc,253,30
51306615524,gfa,227,142
51306616210,bfe,63,206
51306626993,cbf,115,19
51306643202,aed,154,45
51306644188,fcd,70,48
51306655237,afg,166,243
51306677585,fdb,165,183
51306680424,aaf,254,83
51306683763,gde,133,48
51306693580,fga,181,85
51306706202,aca,101,88
51306714396,ccf,139,185
51306717198,fed,145,153
51306744842,eba,150,133
51306761700,bbb,32,30
51306787605,bcb,182,158
51306789603,eec,293,125
51306817013,egd,266,225
51306826584,gcc,111,33
51306845776,afa,126,96
51306850694,ffb,227,18
51306866386,fbb,47,244
51306867008,eef,176,186
51306874528,dff,119,231
51306884786,gbb,99,162
51306917977,daf,91,62
51306931081,bfd,159,35
51306993416,cfe,22,271
51307011156,aeg,254,146
51307058338,eeg,285,34
51307064525,cac,195,173
51307095986,ada,165,188
51307100782,ccb,271,5
51307101291,fea,23,203
51307110051,dgf,29,82
51307118512,ffg,125,32
51307121531,eaf,204,49
51307133333,adf,289,55
51307138201,agb,100,224
51307140238,ggd,166,96
51307144533,aad,104,79
51307161214,dbe,80,121
51307162075,age,32,241
51307165680,cbd,31,184
51307169345,bab,212,107
51307182048,cag,282,167
51307202245,agg,87,61
51307208375,cfd,237,67
51307268746,aee,192,232
51307297739,dga,77,188
51307327433,bbf,166,248
51307336988,gad,261,414
51307340525,beg,71,93
51307344317,dbc,197,27
51307357031,fbf,256,74
51307407814,adc,260,153
51307410609,bba,80,284
51307411246,caa,281,182
51307412768,cde,133,230
51307416995,fca,216,186
51307433647,dcd,265,202
51307476669,fce,179,214
51307478330,daf,194,67
51307483039,cgb,257,184
51307492066,ccb,140,5
51307501712,bde,178,194
51307530864,cdc,47,60
51307547683,cfa,247,217
51307554444,ega,189,203
51307606204,eeb,11,113
51307621808,cab,125,282
51307666653,ccc,84,180
51307700153,bae,64,109
51307727949,dbf,33,37
51307762687,agf,284,113
51307764509,cec,56,202
51307791623,dgb,6,167
51307792315,aba,112,239
51307812351,gbd,64,284
51307853027,dde,117,27
51307866692,dea,200,230
51307872681,gea,174,92
51307873558,gcg,108,269
51307880352,gfg,50,92
51307900427,ecd,203,60
51307900784,abe,151,98
51307932159,cba,160,225
51307945929,acf,158,259
51307955450,fda,291,254
51307958740,eff,21,132
51307965068,dfg,215,146
51307979102,dac,200,266
51307981135,ecb,62,133
51308009028,ecg,84,186
51308010010,gbg,147,52
51308035153,fab,197,22
51308063472,ece,63,211
51308083253,acg,173,270
51308104877,afc,207,28
51308128417,bdb,11,352
51308136783,dcg,245,184
51308139124,cgd,79,291
51308142291,cdf,108,212
51308142957,cdb,158,142
51308145238,dae,103,81
51308149875,ecf,193,288
51308151876,cbe,56,98
51308170640,ead,171,12
51308176836,baf,190,202
51308222469,eaa,218,209
51308230544,cbb,113,114
51308233540,ggf,133,64
51308274751,gee,81,31
51308289135,efd,235,222
51308292125,deb,112,231
51308306217,feb,67,227
51308308016,bef,180,158
51308338204,ddc,25,236
51308354713,cfd,110,79
51308395804,ece,225,206
51308422695,ddf,187,242
51308431043,gcd,75,74
51308439080,cda,198,147
51308441688,fge,15,244
51308460251,cec,177,220
51308462943,gad,76,459
51308464526,gda,176,238
51308470888,baa,261,166
51308474292,ged,175,128
51308478964,bbe,165,147
51308530226,ebe,246,248
51308552699,ggg,157,274
51308588389,gdc,269,56
51308604820,fec,51,296
51308616208,caa,184,149
51308620587,cfc,269,247
51308633136,cfd,42,83
51308646119,beb,258,301
51308651242,cfb,158,255
51308653597,fdf,65,167
51308664745,cef,164,94
51308687496,eab,286,27
51308687906,bfc,70,279
51308697758,bag,119,254
51308703469,gac,195,27
51308744084,fgg,116,188
51308775377,agd,71,268
51308786151,bca,90,122
51308854941,fcd,107,50
51308861629,ade,48,33
51308895256,dac,159,273
51308914862,bce,181,36
51308938003,cgf,7,195
51308948413,bda,245,32
51308952390,daf,69,67
51308953859,dfd,92,153
51308957659,efa,67,177
51308965477,cbd,182,207
51308987308,dgb,281,183
51309011187,gbc,104,126
51309025922,bfa,188,65
51309029524,cbc,165,41
51309035246,aee,128,243
51309037094,gcc,147,37
51309064466,cfd,196,97
51309079521,gbc,85,117
51309081054,bbd,147,145
51309101363,gdb,249,299
51309106069,gge,215,39
51309110344,cdg,154,87
51309115224,dcb,219,85
51309116151,bcd,207,237
51309123851,dgc,186,67
51309128395,fcb,282,150
51309131687,aef,179,87
51309144303,bgg,43,282
51309151749,cca,158,103
51309161261,efb,96,301
51309163038,age,108,241
51309181474,aae,245,151
51309187128,egb,62,231
51309188070,fbg,70,76
51309200207,eac,126,283
51309200729,cad,179,60
51309202509,bdd,107,62
51309212608,bcd,287,282
51309222488,cbg,32,87
51309228030,gca,91,57
51309252142,aac,272,59
51309263696,ffc,197,199
51309274541,ebd,131,115
51309277472,abg,91,205
51309290505,efe,225,182
51309308817,dfb,16,72
51309354848,ace,210,99
51309356946,ebb,47,70
51309363481,faf,8,36
51309368262,eeb,142,113
51309380828,dge,76,284
51309387792,ceg,115,10
